cycle_number,max_capacity_in_Ah,mean_temperature_in_C,max_abs_current_in_A,c_rate,nominal_capacity_Ah,depth_of_discharge,depth_of_charge,anode_material,cathode_material,electrolyte_material,cell_id,SOH,source_file
173,0.8745724,25,6.0006452,6.0006452,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.972261113,NA-ion_270040-7-3-21
174,0.8742485,25,6.0007105,6.0007105,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971901034,NA-ion_270040-7-3-21
175,0.8742483,25,6.0006838,6.0006838,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971900812,NA-ion_270040-7-3-21
176,0.8739184,25,6.0007391,6.0007391,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971534062,NA-ion_270040-7-3-21
177,0.8739163,25,6.0007048,6.0007048,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971531728,NA-ion_270040-7-3-21
178,0.8737516,25,6.0007005,6.0007005,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971348631,NA-ion_270040-7-3-21
179,0.8737506,25,6.0007281,6.0007281,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971347519,NA-ion_270040-7-3-21
180,0.8735844,25,6.00068,6.00068,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.971162755,NA-ion_270040-7-3-21
181,0.8734145,25,6.0007477,6.0007477,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970973877,NA-ion_270040-7-3-21
182,0.8730854,25,6.0007157,6.0007157,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970608017,NA-ion_270040-7-3-21
183,0.8730909,25,6.00068,6.00068,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970614131,NA-ion_270040-7-3-21
184,0.8730813,25,6.0006976,6.0006976,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970603459,NA-ion_270040-7-3-21
185,0.8729194,25,6.0007033,6.0007033,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970423475,NA-ion_270040-7-3-21
186,0.8727528,25,6.0007057,6.0007057,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970238266,NA-ion_270040-7-3-21
187,0.8725835,25,6.0006962,6.0006962,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.970050055,NA-ion_270040-7-3-21
188,0.872414,25,6.0006599,6.0006599,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969861622,NA-ion_270040-7-3-21
189,0.8722512,25,6.0006995,6.0006995,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969680638,NA-ion_270040-7-3-21
190,0.8722484,25,6.0007071,6.0007071,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969677525,NA-ion_270040-7-3-21
191,0.872083,25,6.0007091,6.0007091,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96949365,NA-ion_270040-7-3-21
192,0.8720833,25,6.0006933,6.0006933,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969493984,NA-ion_270040-7-3-21
193,0.87175,25,6.0006714,6.0006714,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969123454,NA-ion_270040-7-3-21
194,0.8717489,25,6.0006657,6.0006657,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.969122232,NA-ion_270040-7-3-21
195,0.8714127,25,6.0006876,6.0006876,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968748478,NA-ion_270040-7-3-21
196,0.8714143,25,6.0006714,6.0006714,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968750257,NA-ion_270040-7-3-21
197,0.8712514,25,6.0006576,6.0006576,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968569161,NA-ion_270040-7-3-21
198,0.8712453,25,6.00068,6.00068,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96856238,NA-ion_270040-7-3-21
199,0.8710806,25,6.0006418,6.0006418,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968379283,NA-ion_270040-7-3-21
200,0.8709136,25,6.0006504,6.0006504,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968193629,NA-ion_270040-7-3-21
201,0.8709131,25,6.0006962,6.0006962,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.968193074,NA-ion_270040-7-3-21
202,0.8705767,25,6.0006552,6.0006552,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967819098,NA-ion_270040-7-3-21
203,0.8705787,25,6.0006466,6.0006466,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967821322,NA-ion_270040-7-3-21
204,0.8704094,25,6.000689,6.000689,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967633111,NA-ion_270040-7-3-21
205,0.8702466,25,6.000617,6.000617,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967452126,NA-ion_270040-7-3-21
206,0.8700759,25,6.0006518,6.0006518,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967262359,NA-ion_270040-7-3-21
207,0.8699061,25,6.0006452,6.0006452,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.967073593,NA-ion_270040-7-3-21
208,0.8697426,25,6.0006299,6.0006299,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96689183,NA-ion_270040-7-3-21
209,0.8695729,25,6.0006337,6.0006337,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.966703175,NA-ion_270040-7-3-21
210,0.8694071,25,6.000628,6.000628,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.966518855,NA-ion_270040-7-3-21
211,0.8694088,25,6.000659,6.000659,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.966520745,NA-ion_270040-7-3-21
212,0.8694099,25,6.0006723,6.0006723,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.966521968,NA-ion_270040-7-3-21
213,0.8690776,25,6.0006962,6.0006962,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96615255,NA-ion_270040-7-3-21
214,0.8689145,25,6.0006828,6.0006828,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965971232,NA-ion_270040-7-3-21
215,0.8689164,25,6.0006728,6.0006728,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965973345,NA-ion_270040-7-3-21
216,0.8685794,25,6.0006523,6.0006523,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965598702,NA-ion_270040-7-3-21
217,0.8685775,25,6.0006437,6.0006437,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96559659,NA-ion_270040-7-3-21
218,0.8684018,25,6.0006094,6.0006094,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965401264,NA-ion_270040-7-3-21
219,0.8682436,25,6.000587,6.000587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965225394,NA-ion_270040-7-3-21
220,0.8680615,25,6.0004954,6.0004954,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965022953,NA-ion_270040-7-3-21
221,0.8680508,25,6.0005045,6.0005045,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.965011058,NA-ion_270040-7-3-21
222,0.8678942,25,6.0005503,6.0005503,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.964836966,NA-ion_270040-7-3-21
223,0.8677353,25,6.0005774,6.0005774,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.964660317,NA-ion_270040-7-3-21
224,0.867562,25,6.0005927,6.0005927,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96446766,NA-ion_270040-7-3-21
225,0.8675601,25,6.0005231,6.0005231,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.964465547,NA-ion_270040-7-3-21
226,0.8672321,25,6.0005827,6.0005827,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96410091,NA-ion_270040-7-3-21
227,0.8673934,25,6.0005422,6.0005422,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.964280227,NA-ion_270040-7-3-21
228,0.8668978,25,6.0005589,6.0005589,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963729269,NA-ion_270040-7-3-21
229,0.8668973,25,6.000556,6.000556,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963728713,NA-ion_270040-7-3-21
230,0.8667275,25,6.000566,6.000566,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963539947,NA-ion_270040-7-3-21
231,0.8668978,25,6.0005856,6.0005856,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963729269,NA-ion_270040-7-3-21
232,0.8665691,25,6.000577,6.000577,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963363854,NA-ion_270040-7-3-21
233,0.8664008,25,6.0005784,6.0005784,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.963176755,NA-ion_270040-7-3-21
234,0.866066,25,6.0005317,6.0005317,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962804558,NA-ion_270040-7-3-21
235,0.8660603,25,6.0005989,6.0005989,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962798222,NA-ion_270040-7-3-21
236,0.8658988,25,6.0005507,6.0005507,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962618682,NA-ion_270040-7-3-21
237,0.8659,25,6.0005579,6.0005579,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962620016,NA-ion_270040-7-3-21
238,0.8655649,25,6.0005407,6.0005407,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962247486,NA-ion_270040-7-3-21
239,0.8653985,25,6.0005412,6.0005412,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962062499,NA-ion_270040-7-3-21
240,0.8653967,25,6.000587,6.000587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.962060498,NA-ion_270040-7-3-21
241,0.8650628,25,6.0005646,6.0005646,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.961689302,NA-ion_270040-7-3-21
242,0.8648874,25,6.0004907,6.0004907,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-7-3-21,0.96149431,NA-ion_270040-7-3-21
1,0.9218966,25,6.0005684,6.0005684,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
2,0.9293988,25,6.0006285,6.0006285,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
3,0.9305854,25,6.000598,6.000598,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
4,0.9304183,25,6.0005822,6.0005822,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
5,0.9299207,25,6.0006089,6.0006089,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
6,0.9294193,25,6.0006127,6.0006127,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
7,0.9290864,25,6.000598,6.000598,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
8,0.9284153,25,6.0005717,6.0005717,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
9,0.9280846,25,6.0006003,6.0006003,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
10,0.9277496,25,6.0005808,6.0005808,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
11,0.9272518,25,6.0005989,6.0005989,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
12,0.9269166,25,6.0006018,6.0006018,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
13,0.9267507,25,6.0005898,6.0005898,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
14,0.9262494,25,6.0005913,6.0005913,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
15,0.9259134,25,6.0005698,6.0005698,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
16,0.9255803,25,6.0005774,6.0005774,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
17,0.9250827,25,6.0005774,6.0005774,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
18,0.9249127,25,6.0005484,6.0005484,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
19,0.9244143,25,6.000567,6.000567,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
20,0.9242501,25,6.0005941,6.0005941,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
21,0.9239158,25,6.0006089,6.0006089,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
22,0.9237485,25,6.0005836,6.0005836,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
23,0.9232477,25,6.000577,6.000577,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
24,0.9230838,25,6.0005851,6.0005851,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
25,0.9229105,25,6.0005608,6.0005608,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
26,0.9224136,25,6.000587,6.000587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
27,0.9222451,25,6.0005717,6.0005717,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
28,0.9219112,25,6.0005589,6.0005589,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,1,NA-ion_270040-8-1-20
29,0.9217498,25,6.0005994,6.0005994,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.999840763,NA-ion_270040-8-1-20
30,0.9214188,25,6.0006089,6.0006089,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.999481721,NA-ion_270040-8-1-20
31,0.9210814,25,6.0005684,6.0005684,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.999115736,NA-ion_270040-8-1-20
32,0.9207487,25,6.0005784,6.0005784,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.99875485,NA-ion_270040-8-1-20
33,0.9205803,25,6.0005698,6.0005698,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.998572183,NA-ion_270040-8-1-20
34,0.9204092,25,6.0005369,6.0005369,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.998386587,NA-ion_270040-8-1-20
35,0.9199092,25,6.0005426,6.0005426,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.997844227,NA-ion_270040-8-1-20
36,0.9197414,25,6.0005393,6.0005393,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.997662211,NA-ion_270040-8-1-20
37,0.9195731,25,6.000526,6.000526,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.997479652,NA-ion_270040-8-1-20
38,0.919072,25,6.000515,6.000515,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.996936099,NA-ion_270040-8-1-20
39,0.9189095,25,6.0005531,6.0005531,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.996759832,NA-ion_270040-8-1-20
40,0.918743,25,6.0005608,6.0005608,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.996579226,NA-ion_270040-8-1-20
41,0.9184089,25,6.0005631,6.0005631,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.996216821,NA-ion_270040-8-1-20
42,0.9182424,25,6.0005479,6.0005479,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.996036215,NA-ion_270040-8-1-20
43,0.917909,25,6.000545,6.000545,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.995674569,NA-ion_270040-8-1-20
44,0.9175774,25,6.0005536,6.0005536,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.995314876,NA-ion_270040-8-1-20
45,0.9174158,25,6.0005922,6.0005922,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.995139585,NA-ion_270040-8-1-20
46,0.9170797,25,6.0005774,6.0005774,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.994775011,NA-ion_270040-8-1-20
47,0.9167488,25,6.000587,6.000587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.994416077,NA-ion_270040-8-1-20
48,0.9164194,25,6.0006132,6.0006132,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.99405877,NA-ion_270040-8-1-20
49,0.9162513,25,6.0005975,6.0005975,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.993876428,NA-ion_270040-8-1-20
50,0.9157492,25,6.0005827,6.0005827,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.99333179,NA-ion_270040-8-1-20
51,0.9157475,25,6.000577,6.000577,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.993329946,NA-ion_270040-8-1-20
52,0.9154165,25,6.0006132,6.0006132,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.992970904,NA-ion_270040-8-1-20
53,0.9152546,25,6.0006366,6.0006366,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.992795287,NA-ion_270040-8-1-20
54,0.9150832,25,6.000596,6.000596,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.992609366,NA-ion_270040-8-1-20
55,0.9147482,25,6.0005879,6.0005879,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.992245985,NA-ion_270040-8-1-20
56,0.9144179,25,6.0006075,6.0006075,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.991887702,NA-ion_270040-8-1-20
57,0.9142538,25,6.0006185,6.0006185,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.991709699,NA-ion_270040-8-1-20
58,0.9139186,25,6.0005965,6.0005965,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.991346101,NA-ion_270040-8-1-20
59,0.9137522,25,6.0006189,6.0006189,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.991165604,NA-ion_270040-8-1-20
60,0.9134203,25,6.0006199,6.0006199,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.990805585,NA-ion_270040-8-1-20
61,0.9130852,25,6.0006094,6.0006094,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.990442095,NA-ion_270040-8-1-20
62,0.9129212,25,6.000638,6.000638,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.990264201,NA-ion_270040-8-1-20
63,0.9125853,25,6.0006094,6.0006094,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.989899843,NA-ion_270040-8-1-20
64,0.9125872,25,6.0006185,6.0006185,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.989901904,NA-ion_270040-8-1-20
65,0.9120875,25,6.0006256,6.0006256,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.98935987,NA-ion_270040-8-1-20
66,0.911751,25,6.0006032,6.0006032,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.988994861,NA-ion_270040-8-1-20
67,0.9115849,25,6.0006089,6.0006089,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.988814689,NA-ion_270040-8-1-20
68,0.9112521,25,6.0006199,6.0006199,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.988453694,NA-ion_270040-8-1-20
69,0.9109213,25,6.0006394,6.0006394,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.988094869,NA-ion_270040-8-1-20
70,0.9107534,25,6.000617,6.000617,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.987912744,NA-ion_270040-8-1-20
71,0.9105856,25,6.0005994,6.0005994,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.987730728,NA-ion_270040-8-1-20
72,0.9102555,25,6.0006313,6.0006313,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.987372662,NA-ion_270040-8-1-20
73,0.9099168,25,6.0005941,6.0005941,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.987005267,NA-ion_270040-8-1-20
74,0.9099226,25,6.0006399,6.0006399,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.987011559,NA-ion_270040-8-1-20
75,0.9094191,25,6.0006146,6.0006146,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.986465402,NA-ion_270040-8-1-20
76,0.9092534,25,6.0006366,6.0006366,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.986285664,NA-ion_270040-8-1-20
77,0.90909,25,6.0006399,6.0006399,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.98610842,NA-ion_270040-8-1-20
78,0.9087548,25,6.0006356,6.0006356,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.985744822,NA-ion_270040-8-1-20
79,0.908587,25,6.0006285,6.0006285,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.985562806,NA-ion_270040-8-1-20
80,0.9084194,25,6.0006218,6.0006218,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.985381007,NA-ion_270040-8-1-20
81,0.9079199,25,6.0006385,6.0006385,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.984839189,NA-ion_270040-8-1-20
82,0.907922,25,6.0006323,6.0006323,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.984841467,NA-ion_270040-8-1-20
83,0.9074219,25,6.0006447,6.0006447,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.984298998,NA-ion_270040-8-1-20
84,0.9072573,25,6.0006409,6.0006409,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.984120453,NA-ion_270040-8-1-20
85,0.9069226,25,6.0006409,6.0006409,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.983757398,NA-ion_270040-8-1-20
86,0.9069189,25,6.0006256,6.0006256,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.983753384,NA-ion_270040-8-1-20
87,0.9065883,25,6.0006247,6.0006247,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.983394776,NA-ion_270040-8-1-20
88,0.9062556,25,6.0006509,6.0006509,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.983033889,NA-ion_270040-8-1-20
89,0.9059236,25,6.0006461,6.0006461,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.982673762,NA-ion_270040-8-1-20
90,0.905755,25,6.0006371,6.0006371,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.982490878,NA-ion_270040-8-1-20
91,0.9052565,25,6.0006418,6.0006418,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.981950145,NA-ion_270040-8-1-20
92,0.905087,25,6.0006213,6.0006213,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.981766285,NA-ion_270040-8-1-20
93,0.9049238,25,6.0006561,6.0006561,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.981589258,NA-ion_270040-8-1-20
94,0.9045922,25,6.0006585,6.0006585,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.981229565,NA-ion_270040-8-1-20
95,0.9044253,25,6.0006571,6.0006571,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.981048525,NA-ion_270040-8-1-20
96,0.9040864,25,6.000617,6.000617,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.980680914,NA-ion_270040-8-1-20
97,0.9037523,25,6.0006175,6.0006175,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.980318509,NA-ion_270040-8-1-20
98,0.9035872,25,6.000638,6.000638,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.980139421,NA-ion_270040-8-1-20
99,0.9034201,25,6.0006313,6.0006313,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.979958165,NA-ion_270040-8-1-20
100,0.9030842,25,6.0006199,6.0006199,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.979593807,NA-ion_270040-8-1-20
101,0.9029174,25,6.0006046,6.0006046,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.979412876,NA-ion_270040-8-1-20
102,0.9024193,25,6.0006189,6.0006189,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.978872576,NA-ion_270040-8-1-20
103,0.9022514,25,6.0006423,6.0006423,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.978690452,NA-ion_270040-8-1-20
104,0.9019192,25,6.0006142,6.0006142,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.978330108,NA-ion_270040-8-1-20
105,0.901749,25,6.0006003,6.0006003,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.978145488,NA-ion_270040-8-1-20
106,0.9014164,25,6.000587,6.000587,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.97778471,NA-ion_270040-8-1-20
107,0.9009115,25,6.0005827,6.0005827,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.977237035,NA-ion_270040-8-1-20
108,0.9005804,25,6.0005937,6.0005937,1,1,1,Unknown,Unknown,Unknown,NA-ion_270040-8-1-20,0.976877884,NA-ion_270040-8-1-20
